key,wordnet_id,lemma,translation
n02298541,eng-30-02298541-n,sphingid,sphingid
n02298541,eng-30-02298541-n,sphinx moth,sphinx mot
n02298541,eng-30-02298541-n,hummingbird moth,kolibrie mot
n02299157,eng-30-02299157-n,tobacco hornworm,windepijlstaart
n02299157,eng-30-02299157-n,tomato worm,tomaat worm
n02299157,eng-30-02299157-n,Manduca sexta,Manduca sexta
n02299505,eng-30-02299505-n,tomato hornworm,tomaat hornworm
n02299505,eng-30-02299505-n,potato worm,aardappel worm
n02299505,eng-30-02299505-n,Manduca quinquemaculata,Manduca quinquemaculata
n02301935,eng-30-02301935-n,emperor,keizer
n02301935,eng-30-02301935-n,emperor moth,emperor moth
n02301935,eng-30-02301935-n,Saturnia pavonia,pavonia van Saturnia
n02302244,eng-30-02302244-n,imperial moth,keizerlijke mot
n02302244,eng-30-02302244-n,Eacles imperialis,eacles imperialis
n02302969,eng-30-02302969-n,luna moth,luna mot
n02302969,eng-30-02302969-n,Actias luna,Actias luna
n02303284,eng-30-02303284-n,cecropia,cecropia
n02303284,eng-30-02303284-n,cecropia moth,cecropiamot
n02303284,eng-30-02303284-n,Hyalophora cecropia,Hyalophora cecropia
n02304036,eng-30-02304036-n,io moth,io mot
n02304036,eng-30-02304036-n,Automeris io,Automeris io
n02304432,eng-30-02304432-n,polyphemus moth,polyphemus moth
n02304432,eng-30-02304432-n,Antheraea polyphemus,antheraea polyphemus
n02304657,eng-30-02304657-n,pernyi moth,pernyi mot
n02304657,eng-30-02304657-n,Antheraea pernyi,Chinese Zijdevlinder
n02305407,eng-30-02305407-n,arctiid,arctiid
n02305407,eng-30-02305407-n,arctiid moth,arctiid mot
n02306433,eng-30-02306433-n,lasiocampid,lasiocampid
n02306433,eng-30-02306433-n,lasiocampid moth,lasiocampid mot
n02307325,eng-30-02307325-n,tent caterpillar,tentrupsband
n02308139,eng-30-02308139-n,webworm,webworm
n02309242,eng-30-02309242-n,instar,instar
n02309841,eng-30-02309841-n,corn borer,maïsboorder
n02309841,eng-30-02309841-n,Pyrausta nubilalis,Pyrausta nubilalis
n02310000,eng-30-02310000-n,bollworm,bollworm
n02312912,eng-30-02312912-n,imago,imago
n02315487,eng-30-02315487-n,brachiopod,brachiopod
n02315487,eng-30-02315487-n,lamp shell,lampshell
n02315487,eng-30-02315487-n,lampshell,lampshell
n02317781,eng-30-02317781-n,brittle star,slangster
n02317781,eng-30-02317781-n,brittle-star,bros-ster
n02317781,eng-30-02317781-n,serpent star,slang ster
n02318167,eng-30-02318167-n,basket star,mand ster
n02318167,eng-30-02318167-n,basket fish,mand vis
n02319308,eng-30-02319308-n,edible sea urchin,eetbare zee-egel
n02319308,eng-30-02319308-n,Echinus esculentus,Echinus esculentus
n02319555,eng-30-02319555-n,sand dollar,zand dollar
n02320127,eng-30-02320127-n,crinoid,crinoid
n02321529,eng-30-02321529-n,sea cucumber,zeekomkommer
n02321529,eng-30-02321529-n,holothurian,Holothurian
n02323449,eng-30-02323449-n,lagomorph,haasachtige
n02323449,eng-30-02323449-n,gnawing mammal,knagen zoogdier
n02324431,eng-30-02324431-n,rabbit ears,konijnenoren
n02324514,eng-30-02324514-n,lapin,lapin
n02324587,eng-30-02324587-n,bunny,konijn
n02324587,eng-30-02324587-n,bunny rabbit,konijn
n02324850,eng-30-02324850-n,European rabbit,Europese konijnen
n02324850,eng-30-02324850-n,Old World rabbit,Oude Wereld rabbit
n02324850,eng-30-02324850-n,Oryctolagus cuniculus,Oryctolagus cuniculus
n02326862,eng-30-02326862-n,European hare,Europese hazen
n02326862,eng-30-02326862-n,Lepus europaeus,lepuseuropaeus
n02327028,eng-30-02327028-n,jackrabbit,jackrabbit
n02327842,eng-30-02327842-n,snowshoe hare,sneeuwschoenhaas
n02327842,eng-30-02327842-n,snowshoe rabbit,sneeuwschoen konijn
n02327842,eng-30-02327842-n,varying hare,variërend haas
n02327842,eng-30-02327842-n,Lepus americanus,Lepus americanus
n02328150,eng-30-02328150-n,Angora,Angora
n02328150,eng-30-02328150-n,Angora rabbit,Angora konijn
n02328429,eng-30-02328429-n,pika,pika
n02328429,eng-30-02328429-n,mouse hare,muis haas
n02328429,eng-30-02328429-n,rock rabbit,rotskonijn
n02328429,eng-30-02328429-n,coney,konijn
n02328429,eng-30-02328429-n,cony,konijn
n02331309,eng-30-02331309-n,pocket rat,pocket rat
n02332447,eng-30-02332447-n,harvest mouse,veldmuis
n02332447,eng-30-02332447-n,Micromyx minutus,Micromyx minutus
n02332755,eng-30-02332755-n,field mouse,veldmuis
n02332755,eng-30-02332755-n,fieldmouse,veldmuis
n02334201,eng-30-02334201-n,bandicoot rat,bandicoot rat
n02334201,eng-30-02334201-n,mole rat,Mol Rat
n02336011,eng-30-02336011-n,New World mouse,New World muis
n02338901,eng-30-02338901-n,wood rat,hout rat
n02338901,eng-30-02338901-n,wood-rat,wood-rat
n02339922,eng-30-02339922-n,packrat,packrat
n02339922,eng-30-02339922-n,pack rat,pakrat
n02339922,eng-30-02339922-n,trade rat,trade rat
n02339922,eng-30-02339922-n,bushytail woodrat,bushytail Woodrat
n02339922,eng-30-02339922-n,Neotoma cinerea,Neotoma cinerea
n02341288,eng-30-02341288-n,meadow vole,weideveldmuis
n02341288,eng-30-02341288-n,meadow mouse,veldmuis
n02341288,eng-30-02341288-n,Microtus pennsylvaticus,Microtus pennsylvaticus
n02341475,eng-30-02341475-n,water vole,waterrat
n02341475,eng-30-02341475-n,Richardson vole,Richardson vole
n02341475,eng-30-02341475-n,Microtus richardsoni,Microtus richardsoni
n02341974,eng-30-02341974-n,water vole,waterrat
n02341974,eng-30-02341974-n,water rat,waterrat
n02341974,eng-30-02341974-n,Arvicola amphibius,Arvicola amphibius
n02343058,eng-30-02343058-n,Eurasian hamster,Eurasian hamster
n02343058,eng-30-02343058-n,Cricetus cricetus,Cricetus cricetus
n02350989,eng-30-02350989-n,jumping mouse,springen muis
n02355477,eng-30-02355477-n,tree squirrel,eekhoorn boom
n02356381,eng-30-02356381-n,eastern grey squirrel,oostelijke grijze eekhoorn
n02356381,eng-30-02356381-n,eastern gray squirrel,oostelijke grijze eekhoorn
n02356381,eng-30-02356381-n,cat squirrel,cat eekhoorn
n02356381,eng-30-02356381-n,Sciurus carolinensis,carolinensis Sciurus
n02356612,eng-30-02356612-n,western grey squirrel,westelijke grijze eekhoorn
n02356612,eng-30-02356612-n,western gray squirrel,westelijke grijze eekhoorn
n02356612,eng-30-02356612-n,Sciurus griseus,Sciurus griseus
n02356798,eng-30-02356798-n,fox squirrel,vos eekhoorn
n02356798,eng-30-02356798-n,eastern fox squirrel,oostelijk eekhoorn vos
n02356798,eng-30-02356798-n,Sciurus niger,Sciurus Niger
n02356977,eng-30-02356977-n,black squirrel,zwarte eekhoorn
n02357111,eng-30-02357111-n,red squirrel,rode eekhoorn
n02357111,eng-30-02357111-n,cat squirrel,cat eekhoorn
n02357111,eng-30-02357111-n,Sciurus vulgaris,vulgaris Sciurus
n02357401,eng-30-02357401-n,American red squirrel,Amerikaanse rode eekhoorn
n02357401,eng-30-02357401-n,spruce squirrel,sparren eekhoorn
n02357401,eng-30-02357401-n,red squirrel,rode eekhoorn
n02357401,eng-30-02357401-n,Sciurus hudsonicus,sciurus hudsonicus
n02357401,eng-30-02357401-n,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
n02357585,eng-30-02357585-n,chickeree,chickeree
n02357585,eng-30-02357585-n,Douglas squirrel,douglaseekhoorn
n02357585,eng-30-02357585-n,Tamiasciurus douglasi,Tamiasciurus douglasi
n02357911,eng-30-02357911-n,antelope squirrel,antilope eekhoorn
n02357911,eng-30-02357911-n,whitetail antelope squirrel,whitetail eekhoorn antilope
n02357911,eng-30-02357911-n,antelope chipmunk,antilope chipmunk
n02357911,eng-30-02357911-n,Citellus leucurus,citellus leucurus
n02358091,eng-30-02358091-n,ground squirrel,grond eekhoorn
n02358091,eng-30-02358091-n,gopher,gopher
n02358091,eng-30-02358091-n,spermophile,spermophile
n02358390,eng-30-02358390-n,mantled ground squirrel,bedekte grondeekhoorn
n02358390,eng-30-02358390-n,Citellus lateralis,citellus lateralis
n02358584,eng-30-02358584-n,suslik,suslik
n02358584,eng-30-02358584-n,souslik,souslik
n02358584,eng-30-02358584-n,Citellus citellus,citellus citellus
n02358712,eng-30-02358712-n,flickertail,Flickertail
n02358712,eng-30-02358712-n,Richardson ground squirrel,Richardson grondeekhoorn
n02358712,eng-30-02358712-n,Citellus richardsoni,citellus richardsoni
n02358890,eng-30-02358890-n,rock squirrel,rotseekhoorn
n02358890,eng-30-02358890-n,Citellus variegatus,citellus variegatus
n02359047,eng-30-02359047-n,Arctic ground squirrel,Arctic grondeekhoorn
n02359047,eng-30-02359047-n,parka squirrel,parka eekhoorn
n02359047,eng-30-02359047-n,Citellus parryi,citellus parryi
n02359915,eng-30-02359915-n,eastern chipmunk,Oost-chipmunk
n02359915,eng-30-02359915-n,hackee,hackee
n02359915,eng-30-02359915-n,striped squirrel,gestreepte eekhoorn
n02359915,eng-30-02359915-n,ground squirrel,grond eekhoorn
n02359915,eng-30-02359915-n,Tamias striatus,Tamias striatus
n02360781,eng-30-02360781-n,American flying squirrel,American vliegende eekhoorn
n02361706,eng-30-02361706-n,hoary marmot,grijswitte marmot
n02361706,eng-30-02361706-n,whistler,fluiter
n02361706,eng-30-02361706-n,whistling marmot,fluiten marmot
n02361706,eng-30-02361706-n,Marmota caligata,Marmota caligata
n02361850,eng-30-02361850-n,yellowbelly marmot,Yellowbelly marmot
n02361850,eng-30-02361850-n,rockchuck,rockchuck
n02361850,eng-30-02361850-n,Marmota flaviventris,marmotaflaviventris
n02364840,eng-30-02364840-n,aperea,aperea
n02364840,eng-30-02364840-n,wild cavy,wilde cavia
n02364840,eng-30-02364840-n,Cavia porcellus,Cavia rood
n02365108,eng-30-02365108-n,mara,mara
n02365108,eng-30-02365108-n,Dolichotis patagonum,Dolichotis patagonum
n02368116,eng-30-02368116-n,viscacha,viscacha
n02368116,eng-30-02368116-n,chinchillon,chinchillon
n02368116,eng-30-02368116-n,Lagostomus maximus,Lagostomus maximus
n02368399,eng-30-02368399-n,abrocome,abrocome
n02368399,eng-30-02368399-n,chinchilla rat,chinchillaratten
n02368399,eng-30-02368399-n,rat chinchilla,rat chinchilla
n02368821,eng-30-02368821-n,mole rat,Mol Rat
n02369293,eng-30-02369293-n,mole rat,Mol Rat
n02370525,eng-30-02370525-n,Ungulata,Ungulata
n02372584,eng-30-02372584-n,hyrax,hyrax
n02372584,eng-30-02372584-n,coney,konijn
n02372584,eng-30-02372584-n,cony,konijn
n02372584,eng-30-02372584-n,dassie,dassie
n02372584,eng-30-02372584-n,das,das
n02373336,eng-30-02373336-n,odd-toed ungulate,Onevenhoevigen
n02373336,eng-30-02373336-n,perissodactyl,perissodactyl
n02373336,eng-30-02373336-n,perissodactyl mammal,perissodactyl zoogdier
n02375302,eng-30-02375302-n,roan,roodbont
n02375757,eng-30-02375757-n,gee-gee,gee-gee
n02376918,eng-30-02376918-n,male horse,mannelijk paard
n02378149,eng-30-02378149-n,remount,opnieuw monteren
n02378969,eng-30-02378969-n,hack,houwen
n02379081,eng-30-02379081-n,cow pony,cow pony
n02379183,eng-30-02379183-n,quarter horse,kwart paard
n02379329,eng-30-02379329-n,Morgan,Morgan
n02379430,eng-30-02379430-n,Tennessee walker,Tennessee walker
n02379430,eng-30-02379430-n,Tennessee walking horse,Lopen van Tennessee Paard
n02379430,eng-30-02379430-n,Walking horse,het lopen paard
n02379430,eng-30-02379430-n,Plantation walking horse,Plantation lopen paard
n02379630,eng-30-02379630-n,American saddle horse,Amerikaanse zadel paard
n02379743,eng-30-02379743-n,Appaloosa,Appaloosa
n02379908,eng-30-02379908-n,Arabian,Arabisch
n02379908,eng-30-02379908-n,Arab,Arabisch
n02380052,eng-30-02380052-n,Lippizan,Lippizan
n02380052,eng-30-02380052-n,Lipizzan,lipizzan
n02380052,eng-30-02380052-n,Lippizaner,Lippizaner
n02380335,eng-30-02380335-n,pony,pony
n02380464,eng-30-02380464-n,polo pony,poloponey
n02380583,eng-30-02380583-n,mustang,mustang
n02381004,eng-30-02381004-n,buckskin,boksvel
n02381261,eng-30-02381261-n,dun,manen
n02381364,eng-30-02381364-n,grey,grijs
n02381364,eng-30-02381364-n,gray,grijs
n02381460,eng-30-02381460-n,wild horse,wild paard
n02382039,eng-30-02382039-n,cayuse,cayuse
n02382039,eng-30-02382039-n,Indian pony,Indian pony
n02382132,eng-30-02382132-n,hack,houwen
n02382338,eng-30-02382338-n,plow horse,ploegpaard
n02382338,eng-30-02382338-n,plough horse,ploegpaard
n02382635,eng-30-02382635-n,Shetland pony,Shetland pony
n02382750,eng-30-02382750-n,Welsh pony,Welsh pony
n02382850,eng-30-02382850-n,Exmoor,Exmoor
n02383231,eng-30-02383231-n,thoroughbred,volbloed
n02384741,eng-30-02384741-n,steeplechaser,steeplechaser
n02385002,eng-30-02385002-n,finisher,afwerker
n02385214,eng-30-02385214-n,yearling,eenjarig
n02386014,eng-30-02386014-n,harness horse,tuigpaard
n02386141,eng-30-02386141-n,cob,maïskolf
n02386224,eng-30-02386224-n,hackney,rijpaard
n02386310,eng-30-02386310-n,workhorse,werkpaard
n02386853,eng-30-02386853-n,carthorse,carthorse
n02386853,eng-30-02386853-n,cart horse,trekpaard
n02386853,eng-30-02386853-n,drayhorse,drayhorse
n02386968,eng-30-02386968-n,Clydesdale,Clydesdale
n02387093,eng-30-02387093-n,Percheron,Percheron
n02387346,eng-30-02387346-n,shire,graafschap
n02387346,eng-30-02387346-n,shire horse,graafschappaard
n02387722,eng-30-02387722-n,post horse,bericht paard
n02387722,eng-30-02387722-n,post-horse,post-horse
n02387722,eng-30-02387722-n,poster,poster
n02387887,eng-30-02387887-n,coach horse,coach paard
n02388143,eng-30-02388143-n,pacer,gangmaker
n02388143,eng-30-02388143-n,pacemaker,pacemaker
n02388143,eng-30-02388143-n,pacesetter,gangmaker
n02388276,eng-30-02388276-n,trotting horse,dravend paard
n02388276,eng-30-02388276-n,trotter,draver
n02388735,eng-30-02388735-n,chestnut,kastanje
n02388832,eng-30-02388832-n,liver chestnut,leverkastanje
n02388917,eng-30-02388917-n,bay,baai
n02389026,eng-30-02389026-n,sorrel,zuring
n02389128,eng-30-02389128-n,palomino,palomino
n02389261,eng-30-02389261-n,pinto,pinto
n02389346,eng-30-02389346-n,ass,ezel
n02390454,eng-30-02390454-n,wild ass,wilde ezel
n02391234,eng-30-02391234-n,common zebra,gemeenschappelijke zebra
n02391234,eng-30-02391234-n,Burchell's zebra,Burchell zebra
n02391234,eng-30-02391234-n,Equus Burchelli,Equus Burchelli
n02391373,eng-30-02391373-n,mountain zebra,bergzebra
n02391373,eng-30-02391373-n,Equus zebra zebra,Equus zebra zebra
n02391508,eng-30-02391508-n,grevy's zebra,Grevyzebra
n02391508,eng-30-02391508-n,Equus grevyi,Equus grevyi
n02392434,eng-30-02392434-n,Indian rhinoceros,Indische neushoorn
n02392434,eng-30-02392434-n,Rhinoceros unicornis,Rhinoceros unicornis
n02392824,eng-30-02392824-n,white rhinoceros,witte neushoorn
n02392824,eng-30-02392824-n,Ceratotherium simum,Ceratotherium simum
n02392824,eng-30-02392824-n,Diceros simus,diceros simus
n02394477,eng-30-02394477-n,even-toed ungulate,evenhoevige niet-gedomesticeerde
n02394477,eng-30-02394477-n,artiodactyl,artiodactyl
n02394477,eng-30-02394477-n,artiodactyl mammal,artiodactyl zoogdier
n02396796,eng-30-02396796-n,babirusa,babirusa
n02396796,eng-30-02396796-n,babiroussa,babiroussa
n02396796,eng-30-02396796-n,babirussa,babirussa
n02396796,eng-30-02396796-n,Babyrousa Babyrussa,Babyrousa babyrussa
n02402175,eng-30-02402175-n,ox,os
n02402175,eng-30-02402175-n,wild ox,wilde os
n02403820,eng-30-02403820-n,bullock,os
n02404432,eng-30-02404432-n,longhorn,longhorn
n02404432,eng-30-02404432-n,Texas longhorn,Texas Longhorn
n02404573,eng-30-02404573-n,Brahman,Brahman
n02404573,eng-30-02404573-n,Brahma,Brahma
n02404573,eng-30-02404573-n,Brahmin,brahmaan
n02404573,eng-30-02404573-n,Bos indicus,Bos indicus
n02405440,eng-30-02405440-n,banteng,banteng
n02405440,eng-30-02405440-n,banting,banting
n02405440,eng-30-02405440-n,tsine,tsine
n02405440,eng-30-02405440-n,Bos banteng,Bos banteng
n02405799,eng-30-02405799-n,Santa Gertrudis,santa Gertrudis
n02406432,eng-30-02406432-n,Ayrshire,Ayrshire
n02406533,eng-30-02406533-n,Brown Swiss,Brown Swiss
n02406647,eng-30-02406647-n,Charolais,Charolais
n02406749,eng-30-02406749-n,Jersey,Jersey
n02406859,eng-30-02406859-n,Devon,Devon
n02407071,eng-30-02407071-n,Durham,Durham
n02407071,eng-30-02407071-n,shorthorn,shorthorn
n02407172,eng-30-02407172-n,milking shorthorn,melken shorthorn
n02407276,eng-30-02407276-n,Galloway,Galloway
n02407390,eng-30-02407390-n,Friesian,Friesian
n02407390,eng-30-02407390-n,Holstein,Holstein
n02407390,eng-30-02407390-n,Holstein-Friesian,Holstein-Friesian
n02407763,eng-30-02407763-n,cattalo,cattalo
n02407763,eng-30-02407763-n,beefalo,Beefalo
n02409508,eng-30-02409508-n,Cape buffalo,Kaapse buffels
n02409508,eng-30-02409508-n,Synercus caffer,Synercus caffer
n02409870,eng-30-02409870-n,Asian wild ox,Aziatische wilde os
n02413050,eng-30-02413050-n,black sheep,zwart schaap
n02413131,eng-30-02413131-n,domestic sheep,binnenlandse schapen
n02413131,eng-30-02413131-n,Ovis aries,Ovis aries
n02413484,eng-30-02413484-n,Cotswold,Cotswold
n02413593,eng-30-02413593-n,Hampshire,Hampshire
n02413593,eng-30-02413593-n,Hampshire down,Hampshire neer
n02413717,eng-30-02413717-n,Lincoln,Lincoln
n02414043,eng-30-02414043-n,broadtail,Breitschwanz
n02414043,eng-30-02414043-n,caracul,persianer
n02414043,eng-30-02414043-n,karakul,karakul
n02414209,eng-30-02414209-n,longwool,longwool
n02414290,eng-30-02414290-n,merino,merino
n02414290,eng-30-02414290-n,merino sheep,merino schapen
n02414442,eng-30-02414442-n,Rambouillet,Rambouillet
n02414578,eng-30-02414578-n,wild sheep,wilde schapen
n02414763,eng-30-02414763-n,argali,argali
n02414763,eng-30-02414763-n,argal,ARGAL
n02414763,eng-30-02414763-n,Ovis ammon,Ovis ammon
n02415130,eng-30-02415130-n,urial,urial
n02415130,eng-30-02415130-n,Ovis vignei,Ovis vignei
n02415253,eng-30-02415253-n,Dall sheep,De schapen van Dall
n02415253,eng-30-02415253-n,Dall's sheep,Dall schapen
n02415253,eng-30-02415253-n,white sheep,witte schapen
n02415253,eng-30-02415253-n,Ovis montana dalli,Ovis montana dalli
n02415435,eng-30-02415435-n,mountain sheep,bergschaap
n02416104,eng-30-02416104-n,aoudad,aoudad
n02416104,eng-30-02416104-n,arui,Arui
n02416104,eng-30-02416104-n,audad,audad
n02416104,eng-30-02416104-n,Barbary sheep,De schapen van Barbarije
n02416104,eng-30-02416104-n,maned sheep,maned schapen
n02416104,eng-30-02416104-n,Ammotragus lervia,Ammotragus lervia
n02416820,eng-30-02416820-n,kid,kind
n02417070,eng-30-02417070-n,domestic goat,binnenlandse geit
n02417070,eng-30-02417070-n,Capra hircus,Capra hircus
n02417534,eng-30-02417534-n,wild goat,wilde geit
n02417663,eng-30-02417663-n,bezoar goat,bezoar geit
n02417663,eng-30-02417663-n,pasang,Pasang
n02417663,eng-30-02417663-n,Capra aegagrus,Capra aegagrus
n02418465,eng-30-02418465-n,mountain goat,berggeit
n02418465,eng-30-02418465-n,Rocky Mountain goat,Rocky Mountain goat
n02418465,eng-30-02418465-n,Oreamnos americanus,Oreamnos americanus
n02419056,eng-30-02419056-n,serow,serow
n02419634,eng-30-02419634-n,takin,takin
n02419634,eng-30-02419634-n,gnu goat,gnu geit
n02419634,eng-30-02419634-n,Budorcas taxicolor,Budorcas taxicolor
n02420509,eng-30-02420509-n,blackbuck,blackbuck
n02420509,eng-30-02420509-n,black buck,buck
n02420509,eng-30-02420509-n,Antilope cervicapra,Antilope cervicapra
n02420828,eng-30-02420828-n,gerenuk,gerenuk
n02420828,eng-30-02420828-n,Litocranius walleri,Litocranius walleri
n02421136,eng-30-02421136-n,addax,addax
n02421136,eng-30-02421136-n,Addax nasomaculatus,nasomaculatus
n02421792,eng-30-02421792-n,dik-dik,dik-dik
n02422391,eng-30-02422391-n,sassaby,SASsaby
n02422391,eng-30-02422391-n,topi,helmhoed
n02422391,eng-30-02422391-n,Damaliscus lunatus,Damaliscus lunatus
n02423218,eng-30-02423218-n,Thomson's gazelle,Thomson's gazelle
n02423218,eng-30-02423218-n,Gazella thomsoni,Gazella thomsoni
