original	pos	offset	synset_name	lemma
n03401129	n	3401129	fuel_gauge.n.01	fuel_gauge
n03401279	n	3401279	fuel_injection.n.01	fuel_injection
n03401721	n	3401721	fuel_system.n.01	fuel_system
n03402188	n	3402188	full-dress_uniform.n.01	full-dress_uniform
n03402511	n	3402511	full_skirt.n.01	full_skirt
n03403643	n	3403643	funnel.n.02	funnel
n03404149	n	3404149	fur.n.03	fur
n03404251	n	3404251	fur_coat.n.01	fur_coat
n03404360	n	3404360	fur_hat.n.01	fur_hat
n03404449	n	3404449	furnace.n.01	furnace
n03405111	n	3405111	furnace_room.n.01	furnace_room
n03405265	n	3405265	furnishing.n.02	furnishing
n03405595	n	3405595	furnishing.n.01	furnishing
n03405725	n	3405725	furniture.n.01	furniture
n03407369	n	3407369	fuse.n.01	fuse
n03408054	n	3408054	fuselage.n.01	fuselage
n03408340	n	3408340	fustian.n.02	fustian
n03409297	n	3409297	gabardine.n.01	gabardine
n03409393	n	3409393	gable.n.01	gable
n03409591	n	3409591	gable_roof.n.01	gable_roof
n03410022	n	3410022	gaff.n.03	gaff
n03410423	n	3410423	gaffsail.n.01	gaffsail
n03410571	n	3410571	gaff_topsail.n.01	gaff_topsail
n03410740	n	3410740	gag.n.02	gag
n03410938	n	3410938	gaiter.n.03	gaiter
n03411079	n	3411079	gaiter.n.02	gaiter
n03411208	n	3411208	galilean_telescope.n.01	Galilean_telescope
n03411927	n	3411927	gallery.n.04	gallery
n03412058	n	3412058	gallery.n.03	gallery
n03413264	n	3413264	galvanometer.n.01	galvanometer
n03413428	n	3413428	gambling_house.n.01	gambling_house
n03413828	n	3413828	game.n.09	game
n03414029	n	3414029	gamebag.n.01	gamebag
n03414162	n	3414162	game_equipment.n.01	game_equipment
n03414676	n	3414676	gaming_table.n.01	gaming_table
n03416094	n	3416094	gantry.n.01	gantry
n03416489	n	3416489	garage.n.01	garage
n03416775	n	3416775	garand_rifle.n.01	Garand_rifle
n03416900	n	3416900	garbage.n.03	garbage
n03417042	n	3417042	garbage_truck.n.01	garbage_truck
n03417345	n	3417345	garden.n.01	garden
n03418242	n	3418242	garden_tool.n.01	garden_tool
n03418402	n	3418402	garden_trowel.n.01	garden_trowel
n03418915	n	3418915	garlic_press.n.01	garlic_press
n03419014	n	3419014	garment.n.01	garment
n03420345	n	3420345	garment_bag.n.01	garment_bag
n03420801	n	3420801	garrison_cap.n.01	garrison_cap
n03421117	n	3421117	garter.n.01	garter
n03421324	n	3421324	garter_belt.n.01	garter_belt
n03421485	n	3421485	garter_stitch.n.01	garter_stitch
n03421669	n	3421669	gas_guzzler.n.01	gas_guzzler
n03422072	n	3422072	gas_burner.n.01	gas_burner
n03422589	n	3422589	gas-discharge_tube.n.01	gas-discharge_tube
n03422771	n	3422771	gas_engine.n.01	gas_engine
n03423099	n	3423099	gas_fixture.n.01	gas_fixture
n03423306	n	3423306	gas_gun.n.01	gas_gun
n03423479	n	3423479	gas_heater.n.01	gas_heater
n03423568	n	3423568	gas_holder.n.01	gas_holder
n03423719	n	3423719	gasket.n.01	gasket
n03423877	n	3423877	gas_lamp.n.01	gas_lamp
n03424325	n	3424325	gasmask.n.01	gasmask
n03424489	n	3424489	gas_meter.n.01	gas_meter
n03424630	n	3424630	gasoline_engine.n.01	gasoline_engine
n03424862	n	3424862	gasoline_gauge.n.01	gasoline_gauge
n03425241	n	3425241	gas_oven.n.02	gas_oven
n03425413	n	3425413	gas_pump.n.01	gas_pump
n03425595	n	3425595	gas_range.n.01	gas_range
n03425769	n	3425769	gas_ring.n.01	gas_ring
n03426134	n	3426134	gas_tank.n.01	gas_tank
n03426285	n	3426285	gas_thermometer.n.01	gas_thermometer
n03426574	n	3426574	gas_turbine.n.01	gas_turbine
n03426871	n	3426871	gas-turbine_ship.n.01	gas-turbine_ship
n03427202	n	3427202	gat.n.01	gat
n03427296	n	3427296	gate.n.01	gate
n03428090	n	3428090	gatehouse.n.01	gatehouse
n03428349	n	3428349	gatepost.n.01	gatepost
n03429003	n	3429003	gathered_skirt.n.01	gathered_skirt
n03429137	n	3429137	gatling_gun.n.01	Gatling_gun
n03429288	n	3429288	gauge.n.01	gauge
n03429682	n	3429682	gauntlet.n.03	gauntlet
n03429771	n	3429771	gauntlet.n.02	gauntlet
n03429914	n	3429914	gauze.n.02	gauze
n03430418	n	3430418	gazebo.n.01	gazebo
n03430551	n	3430551	gear.n.01	gear
n03430959	n	3430959	gear.n.04	gear
n03431243	n	3431243	gear.n.03	gear
n03432061	n	3432061	gearset.n.01	gearset
n03432129	n	3432129	gearshift.n.01	gearshift
n03433877	n	3433877	generator.n.02	generator
n03434188	n	3434188	generator.n.01	generator
n03434285	n	3434285	generator.n.04	generator
n03435593	n	3435593	geodesic_dome.n.01	geodesic_dome
n03435743	n	3435743	georgette.n.01	georgette
n03435991	n	3435991	gharry.n.01	gharry
n03436182	n	3436182	ghetto_blaster.n.01	ghetto_blaster
n03436417	n	3436417	gift_shop.n.01	gift_shop
n03436549	n	3436549	gift_wrapping.n.01	gift_wrapping
n03436656	n	3436656	gig.n.05	gig
n03436891	n	3436891	gig.n.01	gig
n03437430	n	3437430	gilt.n.01	gilt
n03437741	n	3437741	gingham.n.01	gingham
n03437829	n	3437829	girandole.n.01	girandole
n03437941	n	3437941	girder.n.01	girder
n03438071	n	3438071	girdle.n.02	girdle
n03438257	n	3438257	glass.n.02	glass
n03438780	n	3438780	glass_cutter.n.03	glass_cutter
n03438863	n	3438863	glasses_case.n.01	glasses_case
n03439631	n	3439631	glengarry.n.01	Glengarry
n03439814	n	3439814	glider.n.01	glider
n03440682	n	3440682	glockenspiel.n.01	glockenspiel
n03441112	n	3441112	glove.n.02	glove
n03441345	n	3441345	glove_compartment.n.01	glove_compartment
n03442597	n	3442597	gnomon.n.01	gnomon
n03442756	n	3442756	goal.n.03	goal
n03443005	n	3443005	goalmouth.n.01	goalmouth
n03443149	n	3443149	goalpost.n.01	goalpost
n03443371	n	3443371	goblet.n.01	goblet
n03443912	n	3443912	goggles.n.01	goggles
n03444034	n	3444034	go-kart.n.01	go-kart
n03445617	n	3445617	golf_bag.n.01	golf_bag
n03445777	n	3445777	golf_ball.n.01	golf_ball
n03445924	n	3445924	golfcart.n.01	golfcart
n03446070	n	3446070	golf_club.n.02	golf_club
n03446832	n	3446832	golf_equipment.n.01	golf_equipment
n03447075	n	3447075	golf_glove.n.01	golf_glove
n03447358	n	3447358	golliwog.n.01	golliwog
n03447447	n	3447447	gondola.n.02	gondola
n03447721	n	3447721	gong.n.01	gong
n03448590	n	3448590	gorget.n.01	gorget
n03448956	n	3448956	gothic_arch.n.01	Gothic_arch
n03449309	n	3449309	gouge.n.02	gouge
n03449451	n	3449451	gourd.n.01	gourd
n03449564	n	3449564	government_building.n.01	government_building
n03449858	n	3449858	government_office.n.01	government_office
n03450230	n	3450230	gown.n.01	gown
n03450734	n	3450734	gown.n.04	gown
n03450974	n	3450974	grab_bag.n.02	grab_bag
n03451120	n	3451120	grab_bar.n.01	grab_bar
n03451253	n	3451253	grace_cup.n.01	grace_cup
n03451798	n	3451798	graffito.n.01	graffito
n03452267	n	3452267	gramophone.n.01	gramophone
n03452449	n	3452449	granary.n.01	granary
n03452741	n	3452741	grand_piano.n.01	grand_piano
n03454211	n	3454211	grapnel.n.01	grapnel
n03454442	n	3454442	grass_skirt.n.01	grass_skirt
n03454536	n	3454536	grate.n.01	grate
n03454707	n	3454707	grate.n.03	grate
n03454885	n	3454885	grater.n.01	grater
n03455488	n	3455488	gravestone.n.01	gravestone
n03456024	n	3456024	gravy_boat.n.01	gravy_boat
n03456186	n	3456186	grey.n.06	grey
n03456299	n	3456299	grease-gun.n.01	grease-gun
n03456447	n	3456447	greasepaint.n.01	greasepaint
n03456548	n	3456548	greasy_spoon.n.01	greasy_spoon
n03456665	n	3456665	greatcoat.n.01	greatcoat
n03457008	n	3457008	great_hall.n.01	great_hall
n03457451	n	3457451	greave.n.01	greave
n03457686	n	3457686	greengrocery.n.02	greengrocery
n03457902	n	3457902	greenhouse.n.01	greenhouse
n03458271	n	3458271	grenade.n.01	grenade
n03459328	n	3459328	griddle.n.01	griddle
n03460040	n	3460040	grinder.n.04	grinder
n03460147	n	3460147	grinding_wheel.n.01	grinding_wheel
n03460297	n	3460297	grindstone.n.01	grindstone
n03460899	n	3460899	gristmill.n.01	gristmill
n03461385	n	3461385	grocery_store.n.01	grocery_store
n03461882	n	3461882	groined_vault.n.01	groined_vault
n03461988	n	3461988	groover.n.01	groover
n03462110	n	3462110	grosgrain.n.01	grosgrain
n03463381	n	3463381	ground_floor.n.01	ground_floor
n03463666	n	3463666	groundsheet.n.01	groundsheet
n03464053	n	3464053	g-string.n.01	G-string
n03464628	n	3464628	guard_boat.n.01	guard_boat
n03465151	n	3465151	guard_ship.n.01	guard_ship
n03465426	n	3465426	gueridon.n.01	gueridon
n03465500	n	3465500	guarnerius.n.03	Guarnerius
n03465718	n	3465718	guestroom.n.01	guestroom
n03465818	n	3465818	guidance_system.n.01	guidance_system
n03466162	n	3466162	guided_missile.n.01	guided_missile
n03466839	n	3466839	guildhall.n.01	guildhall
n03467517	n	3467517	guitar.n.01	guitar
n03467984	n	3467984	gun.n.01	gun
n03468696	n	3468696	gun_carriage.n.01	gun_carriage
n03468821	n	3468821	gun_case.n.01	gun_case
n03469493	n	3469493	gunlock.n.01	gunlock
n03469832	n	3469832	gunnery.n.01	gunnery
n03469903	n	3469903	gunnysack.n.01	gunnysack
n03470629	n	3470629	gun_trigger.n.01	gun_trigger
n03471190	n	3471190	gusset.n.03	gusset
n03471347	n	3471347	gusset.n.02	gusset
n03471779	n	3471779	guy.n.03	guy
n03472232	n	3472232	gymnastic_apparatus.n.01	gymnastic_apparatus
n03472535	n	3472535	gym_shoe.n.01	gym_shoe
n03473227	n	3473227	gyroscope.n.01	gyroscope
n03473966	n	3473966	habit.n.03	habit
n03474352	n	3474352	hacienda.n.02	hacienda
n03474779	n	3474779	hacksaw.n.01	hacksaw
n03474896	n	3474896	haft.n.01	haft
n03475581	n	3475581	hairbrush.n.01	hairbrush
n03475823	n	3475823	hairdressing.n.01	hairdressing
n03475961	n	3475961	hairnet.n.01	hairnet
n03476083	n	3476083	hairpiece.n.01	hairpiece
n03476313	n	3476313	hairpin.n.01	hairpin
n03476684	n	3476684	hair_slide.n.01	hair_slide
n03476991	n	3476991	hair_spray.n.01	hair_spray
n03477902	n	3477902	half_hitch.n.01	half_hitch
n03478589	n	3478589	half_track.n.01	half_track
n03478756	n	3478756	hall.n.13	hall
n03478907	n	3478907	hall.n.03	hall
n03479121	n	3479121	hall.n.12	hall
n03479502	n	3479502	hallstand.n.01	hallstand
n03480579	n	3480579	halter.n.03	halter
n03480719	n	3480719	halter.n.01	halter
n03481172	n	3481172	hammer.n.02	hammer
n03481521	n	3481521	hammer.n.07	hammer
n03482001	n	3482001	hammer.n.05	hammer
n03482252	n	3482252	hammock.n.02	hammock
n03482405	n	3482405	hamper.n.02	hamper
n03482523	n	3482523	hand.n.08	hand
n03482877	n	3482877	handball.n.01	handball
n03483316	n	3483316	hand_blower.n.01	hand_blower
n03483823	n	3483823	hand_calculator.n.01	hand_calculator
n03483971	n	3483971	handcar.n.01	handcar
n03484083	n	3484083	handcart.n.01	handcart
n03484487	n	3484487	hand_cream.n.01	hand_cream
n03484809	n	3484809	hand_drill.n.01	hand_drill
n03484931	n	3484931	hand_glass.n.02	hand_glass
n03485198	n	3485198	hand_glass.n.01	hand_glass
n03485407	n	3485407	hand-held_computer.n.01	hand-held_computer
n03485794	n	3485794	handkerchief.n.01	handkerchief
n03487090	n	3487090	handlebar.n.01	handlebar
n03487444	n	3487444	hand_lotion.n.01	hand_lotion
n03487533	n	3487533	hand_luggage.n.01	hand_luggage
n03487642	n	3487642	hand-me-down.n.01	hand-me-down
n03487774	n	3487774	hand_mower.n.01	hand_mower
n03487886	n	3487886	hand_pump.n.01	hand_pump
n03488188	n	3488188	handsaw.n.01	handsaw
n03488438	n	3488438	handset.n.01	handset
n03488603	n	3488603	hand_shovel.n.01	hand_shovel
n03489162	n	3489162	hand_tool.n.01	hand_tool
n03490006	n	3490006	hand_towel.n.01	hand_towel
n03490119	n	3490119	hand_truck.n.01	hand_truck
n03490324	n	3490324	handwear.n.01	handwear
n03490449	n	3490449	handwheel.n.02	handwheel
n03490649	n	3490649	handwheel.n.01	handwheel
n03490884	n	3490884	hanger.n.02	hanger
n03492250	n	3492250	harbor.n.02	harbor
n03492542	n	3492542	hard_disc.n.01	hard_disc
n03492922	n	3492922	hard_hat.n.02	hard_hat
n03493219	n	3493219	hardtop.n.01	hardtop
n03493792	n	3493792	hardware.n.02	hardware
n03494278	n	3494278	harmonica.n.01	harmonica
n03494537	n	3494537	harmonium.n.01	harmonium
n03494706	n	3494706	harness.n.02	harness
n03495039	n	3495039	harness.n.01	harness
n03495258	n	3495258	harp.n.01	harp
n03495570	n	3495570	harp.n.02	harp
n03496892	n	3496892	harvester.n.02	harvester
n03497352	n	3497352	hasp.n.01	hasp
n03497657	n	3497657	hat.n.01	hat
n03498441	n	3498441	hatbox.n.01	hatbox
n03498536	n	3498536	hatch.n.03	hatch
n03498781	n	3498781	hatchback.n.01	hatchback
n03498962	n	3498962	hatchet.n.02	hatchet
n03499354	n	3499354	hatpin.n.01	hatpin
n03499907	n	3499907	hawaiian_guitar.n.01	Hawaiian_guitar
n03500090	n	3500090	hawse.n.01	hawse
n03500209	n	3500209	hawser.n.01	hawser
n03500699	n	3500699	haymaker.n.01	haymaker
n03500971	n	3500971	hayrack.n.01	hayrack
n03501152	n	3501152	hazard.n.03	hazard
n03501288	n	3501288	head.n.31	head
n03502200	n	3502200	headboard.n.01	headboard
n03502331	n	3502331	head_covering.n.01	head_covering
n03502509	n	3502509	headdress.n.01	headdress
n03503233	n	3503233	header.n.02	header
n03503477	n	3503477	head_gasket.n.01	head_gasket
n03503718	n	3503718	headgear.n.03	headgear
n03503997	n	3503997	headlight.n.01	headlight
n03504205	n	3504205	headpiece.n.02	headpiece
n03504723	n	3504723	headquarters.n.01	headquarters
n03505133	n	3505133	headrest.n.02	headrest
n03505383	n	3505383	headsail.n.01	headsail
n03505504	n	3505504	headscarf.n.01	headscarf
n03506028	n	3506028	headstall.n.01	headstall
n03506184	n	3506184	headstock.n.01	headstock
n03506370	n	3506370	health_spa.n.01	health_spa
n03506560	n	3506560	hearing_aid.n.02	hearing_aid
n03506727	n	3506727	hearing_aid.n.01	hearing_aid
n03506880	n	3506880	hearse.n.01	hearse
n03507241	n	3507241	hearth.n.02	hearth
n03507458	n	3507458	hearthrug.n.01	hearthrug
n03507963	n	3507963	heat_engine.n.01	heat_engine
n03508101	n	3508101	heater.n.01	heater
n03508485	n	3508485	heat_exchanger.n.01	heat_exchanger
n03508881	n	3508881	heating_pad.n.01	heating_pad
n03509608	n	3509608	heat_pump.n.01	heat_pump
n03510244	n	3510244	heat_sink.n.01	heat_sink
n03510384	n	3510384	heaume.n.01	heaume
n03511175	n	3511175	hedge.n.01	hedge
n03511333	n	3511333	hedge_trimmer.n.01	hedge_trimmer
n03512030	n	3512030	helicon.n.01	helicon
n03512147	n	3512147	helicopter.n.01	helicopter
n03512911	n	3512911	helm.n.01	helm
n03513137	n	3513137	helmet.n.02	helmet
n03513376	n	3513376	helmet.n.01	helmet
n03514129	n	3514129	hematocrit.n.02	hematocrit
n03514451	n	3514451	hemostat.n.01	hemostat
n03515338	n	3515338	heraldry.n.02	heraldry
n03516266	n	3516266	herringbone.n.01	herringbone
n03516367	n	3516367	herringbone.n.02	herringbone
n03516647	n	3516647	herschelian_telescope.n.01	Herschelian_telescope
n03516844	n	3516844	hessian_boot.n.01	Hessian_boot
n03516996	n	3516996	heterodyne_receiver.n.01	heterodyne_receiver
n03517647	n	3517647	hideaway.n.02	hideaway
n03517760	n	3517760	hi-fi.n.01	hi-fi
n03517982	n	3517982	high-angle_gun.n.01	high-angle_gun
n03518135	n	3518135	highball_glass.n.01	highball_glass
n03518305	n	3518305	highboy.n.01	highboy
n03518445	n	3518445	highchair.n.01	highchair
n03519081	n	3519081	highlighter.n.01	highlighter
n03519387	n	3519387	high-rise.n.01	high-rise
n03520493	n	3520493	hijab.n.01	hijab
n03521076	n	3521076	hinge.n.01	hinge
n03521544	n	3521544	hip_boot.n.01	hip_boot
n03521675	n	3521675	hipflask.n.01	hipflask
n03521899	n	3521899	hip_pocket.n.01	hip_pocket
n03522003	n	3522003	hippodrome.n.01	hippodrome
n03522100	n	3522100	hip_roof.n.01	hip_roof
n03522634	n	3522634	hitch.n.05	hitch
n03522990	n	3522990	hitching_post.n.01	hitching_post
n03523134	n	3523134	hitchrack.n.01	hitchrack
n03523987	n	3523987	hockey_skate.n.01	hockey_skate
n03524150	n	3524150	hockey_stick.n.01	hockey_stick
n03524574	n	3524574	hoe.n.01	hoe
n03524745	n	3524745	hoe_handle.n.01	hoe_handle
n03524976	n	3524976	hogshead.n.02	hogshead
n03525074	n	3525074	hoist.n.01	hoist
n03525454	n	3525454	holder.n.01	holder
n03527444	n	3527444	holster.n.01	holster
n03527565	n	3527565	holster.n.02	holster
n03528263	n	3528263	home_appliance.n.01	home_appliance
n03528523	n	3528523	home_computer.n.01	home_computer
n03528901	n	3528901	home_plate.n.01	home_plate
n03529175	n	3529175	home_room.n.01	home_room
n03529444	n	3529444	homespun.n.01	homespun
n03529629	n	3529629	homestead.n.03	homestead
n03529860	n	3529860	home_theater.n.01	home_theater
n03530642	n	3530642	honeycomb.n.02	honeycomb
n03530910	n	3530910	hood.n.09	hood
n03531281	n	3531281	hood.n.08	hood
n03531546	n	3531546	hood.n.06	hood
n03531982	n	3531982	hood_latch.n.01	hood_latch
n03532342	n	3532342	hook.n.05	hook
n03532672	n	3532672	hook.n.04	hook
n03532919	n	3532919	hook.n.01	hook
n03533654	n	3533654	hookup.n.01	hookup
n03534580	n	3534580	hoopskirt.n.01	hoopskirt
n03535024	n	3535024	hope_chest.n.01	hope_chest
n03535284	n	3535284	hopper.n.01	hopper
n03535780	n	3535780	horizontal_bar.n.01	horizontal_bar
n03536122	n	3536122	horizontal_stabilizer.n.01	horizontal_stabilizer
n03536761	n	3536761	horn.n.09	horn
n03537241	n	3537241	horn.n.08	horn
n03537412	n	3537412	horn_button.n.01	horn_button
n03538037	n	3538037	horse.n.02	horse
n03538179	n	3538179	horsebox.n.01	horsebox
n03538406	n	3538406	horse_cart.n.01	horse_cart
n03538634	n	3538634	horse-drawn_vehicle.n.01	horse-drawn_vehicle
n03539103	n	3539103	horseless_carriage.n.01	horseless_carriage
n03539433	n	3539433	horseshoe.n.02	horseshoe
n03539546	n	3539546	horseshoe.n.01	horseshoe
n03540090	n	3540090	hose.n.02	hose
n03540595	n	3540595	hospital.n.01	hospital
n03541091	n	3541091	hospital_room.n.01	hospital_room
n03541269	n	3541269	hospital_ship.n.01	hospital_ship
n03541537	n	3541537	hostel.n.02	hostel
n03541696	n	3541696	hostel.n.01	hostel
n03542333	n	3542333	hotel.n.01	hotel
n03542605	n	3542605	hotel-casino.n.02	hotel-casino
n03542727	n	3542727	hotel-casino.n.01	hotel-casino
n03542860	n	3542860	hotel_room.n.01	hotel_room
n03543012	n	3543012	hot_line.n.01	hot_line
n03543112	n	3543112	hot_pants.n.02	hot_pants
n03543254	n	3543254	hot_plate.n.01	hot_plate
n03543394	n	3543394	hot_rod.n.01	hot_rod
n03543603	n	3543603	hot_tub.n.01	hot_tub
n03543735	n	3543735	hot-water_bottle.n.01	hot-water_bottle
n03544238	n	3544238	hour_hand.n.01	hour_hand
n03544360	n	3544360	house.n.01	house
n03545150	n	3545150	house.n.12	house
n03545470	n	3545470	houseboat.n.01	houseboat
n03545756	n	3545756	house_of_cards.n.02	house_of_cards
n03546112	n	3546112	house_paint.n.01	house_paint
n03546235	n	3546235	housetop.n.01	housetop
n03546340	n	3546340	housing.n.01	housing
n03547054	n	3547054	hovel.n.01	hovel
n03547229	n	3547229	hovercraft.n.01	hovercraft
n03548086	n	3548086	hubcap.n.01	hubcap
n03548195	n	3548195	huck.n.01	huck
n03548402	n	3548402	hula-hoop.n.01	hula-hoop
n03548533	n	3548533	hulk.n.02	hulk
n03548626	n	3548626	hull.n.06	hull
n03549199	n	3549199	humvee.n.01	Humvee
n03549473	n	3549473	hunting_knife.n.01	hunting_knife
n03549589	n	3549589	hurdle.n.01	hurdle
n03549897	n	3549897	hurricane_lamp.n.01	hurricane_lamp
n03550153	n	3550153	hut.n.01	hut
n03550289	n	3550289	hutch.n.01	hutch
n03551395	n	3551395	hydraulic_press.n.01	hydraulic_press
n03551582	n	3551582	hydraulic_pump.n.01	hydraulic_pump
n03552449	n	3552449	hydroelectric_turbine.n.01	hydroelectric_turbine
n03553019	n	3553019	hydrofoil.n.01	hydrofoil
n03553248	n	3553248	hydrogen_bomb.n.01	hydrogen_bomb
